DATE,TYPE,DEP
2024-04-11 14:29:31,QUEST_NFTRARE_4NORMAL,16.000
2024-04-11 14:28:47,QUEST_NFTRARE_3NORMAL,15.000
2024-04-11 14:28:05,QUEST_NFTRARE_2NORMAL,14.000
2024-04-11 14:26:51,QUEST_NFTRARE_1NORMAL,8.000
2024-04-11 14:16:30,QUEST_NFTEPIC_5HARD,44.000
2024-04-11 13:59:40,QUEST_NFTEPIC_4HARD,43.000
2024-04-11 13:58:19,QUEST_NFTEPIC_3HARD,40.000
2024-04-11 13:56:46,QUEST_NFTEPIC_2HARD,39.000
2024-04-11 13:55:41,QUEST_NFTEPIC_1HARD,38.000
2024-04-11 11:07:54,QUEST_NFTEPIC_5NORMAL,35.000
2024-04-11 11:06:57,QUEST_NFTEPIC_4NORMAL,34.000
2024-04-11 11:05:44,QUEST_NFTEPIC_3NORMAL,29.000
2024-04-11 11:04:46,QUEST_NFTEPIC_2NORMAL,28.000
2024-04-11 11:03:47,QUEST_NFTEPIC_1NORMAL,27.000
2024-04-11 11:02:39,QUEST_NFTLEGEND_1HARD,200.000
2024-04-11 11:01:39,QUEST_NFTLEGEND_2HARD,209.000
2024-04-11 03:32:21,QUEST_NFTLEGEND_3HARD,233.000
2024-04-11 03:30:49,QUEST_NFTLEGEND_4HARD,265.000
2024-04-11 03:29:52,QUEST_NFTLEGEND_5HARD,310.000
2024-04-11 03:27:37,QUEST_NFTLEGEND_5NORMAL,135.000
2024-04-11 03:26:08,QUEST_NFTLEGEND_4NORMAL,132.000
2024-04-11 03:25:16,QUEST_NFTLEGEND_3NORMAL,128.000
2024-04-11 03:23:59,QUEST_NFTLEGEND_2NORMAL,119.000
2024-04-11 03:22:58,QUEST_NFTLEGEND_1NORMAL,108.000
2024-04-10 23:32:46,QUEST_NFTRARE_5HARD,26.000
2024-04-10 23:31:05,QUEST_NFTRARE_4HARD,25.000
2024-04-10 23:29:27,QUEST_NFTCOMMON_1NORMAL,3.000
2024-04-10 23:13:43,QUEST_NFTCOMMON_2NORMAL,4.000
2024-04-10 23:12:41,QUEST_NFTCOMMON_3NORMAL,5.000
2024-04-10 23:10:02,QUEST_NFTCOMMON_4NORMAL,6.000
2024-04-10 23:08:45,QUEST_NFTCOMMON_5NORMAL,7.000
2024-04-10 23:07:15,QUEST_NFTCOMMON_5HARD,13.000
2024-04-10 23:05:01,QUEST_NFTCOMMON_4HARD,12.000
2024-04-10 23:02:29,QUEST_NFTCOMMON_3HARD,11.000
2024-04-10 23:01:33,QUEST_NFTCOMMON_2HARD,10.000
2024-04-10 23:00:13,QUEST_NFTCOMMON_1HARD,9.000
2024-04-10 22:32:28,QUEST_NFTRARE_3HARD,23.000
2024-04-10 22:28:30,QUEST_NFTRARE_2HARD,22.000
2024-04-10 22:27:24,QUEST_NFTRARE_1HARD,20.000
2024-04-10 22:26:29,QUEST_NFTRARE_5NORMAL,17.000
2024-04-10 22:25:56,QUEST_NFTRARE_4NORMAL,16.000
2024-04-10 22:25:12,QUEST_NFTRARE_3NORMAL,15.000
2024-04-10 22:24:34,QUEST_NFTRARE_2NORMAL,14.000
2024-04-10 22:24:02,QUEST_NFTRARE_1NORMAL,8.000
2024-04-10 22:22:37,QUEST_NFTEPIC_1HARD,38.000
2024-04-10 22:20:28,QUEST_NFTEPIC_2HARD,39.000
2024-04-10 22:19:29,QUEST_NFTEPIC_3HARD,40.000
2024-04-10 22:18:21,QUEST_NFTEPIC_4HARD,43.000
2024-04-10 22:16:48,QUEST_NFTEPIC_5HARD,44.000
2024-04-10 22:14:10,QUEST_NFTEPIC_5NORMAL,35.000
2024-04-10 22:11:04,QUEST_NFTEPIC_4NORMAL,34.000
2024-04-10 22:09:46,QUEST_NFTEPIC_3NORMAL,29.000
2024-04-10 22:08:34,QUEST_NFTEPIC_2NORMAL,28.000
2024-04-10 22:07:40,QUEST_NFTEPIC_1NORMAL,27.000
2024-04-10 22:05:26,QUEST_NFTLEGEND_1HARD,200.000
2024-04-10 22:04:31,QUEST_NFTLEGEND_2HARD,209.000
2024-04-10 22:03:40,QUEST_NFTLEGEND_3HARD,233.000
2024-04-10 22:02:49,QUEST_NFTLEGEND_4HARD,265.000
2024-04-10 22:01:54,QUEST_NFTLEGEND_5HARD,310.000
2024-04-10 22:00:20,QUEST_NFTLEGEND_5NORMAL,135.000
2024-04-10 15:37:05,QUEST_NFTLEGEND_4NORMAL,132.000
2024-04-10 15:36:15,QUEST_NFTLEGEND_3NORMAL,128.000
2024-04-10 15:35:33,QUEST_NFTLEGEND_2NORMAL,119.000
2024-04-10 15:34:50,QUEST_NFT_LEGEND_1NORMAL,108.000
